,text,n_tokens
598,"The introduction of T+1 could unlock many risk benefits for market participants, which in turn will expedite operational and cost synergies. As highlighted in “Accelerating the US Securities Settlement Cycle to T+1” — a shorter rolling settlement cycle will mean firms incur reduced systemic, operational and counterparty risk during the trade settlement process, something which could prove vitally important during bouts of volatility. These scaled back risk exposures will mean trading counterparties are subject to lower margin requirements, facilitating cash optimisation.2   “A shift to T+1 could bring about risk reduction benefits for investors, market participants and B3 itself as it would cut the settlement risk by half. Furthermore, T+1 would help Brazil synchronise with global markets, thereby reducing the cost of arbitrage. We also have a number of Brazilian Depository Receipts (BDRs) linked to Europe and North America, while a number of Brazilian companies are also dual listed in the US. Synchronising the time-frame for settlement would help eliminate unnecessary frictions,” says Jacob.   T+1 adoption will also force intermediaries (i.e. custodians) to modernise any antiquated technology infrastructure and legacy systems, in what could potentially negate many of the pain-points synonymous with today’s settlement activities — further crystallising some of the efficiency gains made already. “Compressing T+1 will require significant technology investment to be made by market participants,” says Paolino.   Overall however, financial institutions believe settlement compression will yield major benefits. For example, 44% of market participants surveyed in Citi’s Securities Services Evolution whitepaper said settlement compression would result in greater efficiencies in the investment and trading process.   Despite this, there are some significant barriers potentially impeding T+1’s introduction in LATAM. “There are challenges to adopting T+1 in Brazil. The country has restrictions on pre-matching while STP [straight-through-processing] for allocations takes place on T+0,” says Jacob. Additionally, there are concerns around FX management, as it could force investors in different time-zones to book FX transactions on either T or T+1 — something which might require them to pre-fund their trades.   “One of the major challenges for us is that between 50% to 60% of what is traded in Mexico are foreign securities.",475
599,"Our dual listing of securities program or “Global Market” has grown substantially, and we now have more than 3,000 foreign securities listed. T+1 could pose two issues: for local securities, where US participants are dominant, a trade instruction comes from a US fund to a US broker then to a local broker and after execution, the confirmation and settlement instructions must reach the local custodian same day in order to enable the delivery of the securities the next day (T+1). The other issue is what will happen for Mexican institutions buying, selling or arbitraging foreign securities? We have a lot to do in terms of speeding up the current trade confirmation and post-trade processes,” says Gonzalez Barrera.   In addition, Gonzalez Barrera notes that Mexico’s settlement fail rate under T+2 is currently less than 1%, but this could see a substantial spike if and when T+1 is adopted if they don’t prepare properly for this change.   Is T+0 really on the cards?   With a number of markets actively talking about transitioning to T+1, some believe the introduction of T+0 is an inevitable next step, highlighting it will lead to further improvements in capital optimisation and risk management. Just as the Depository Trust & Clearing Corporation (DTCC) — through Project Ion — is trialling distributed ledger technology (DLT) to support T+1 and T+0 settlement — in parallel to its migration to T+1, Paolino questioned whether such a scheme would be feasible in LATAM.   “There are a number of benefits to T+2 and T+1. T+0 does happen in some markets but these are overwhelmingly OTC [over-the-counter] markets where there is no clearing or netting. There is nothing to prevent the establishment of a parallel T+0 market alongside T+2 or T+1, but those trading on T+0 would not get the benefits of T+2 or T+1,” says Jacob.   Again, introducing T+0 is easier said than done. For example, the ISC report argues T+0’s introduction would require a complete restructuring of the clearance and settlement model; revisions to regulatory frameworks and the implementation of real-time currency movements.",455
600,"The report continues that the costs of adopting new technologies would be disproportionately shouldered by smaller or medium sized firms who are reliant on legacy systems.3   “T+0 sounds great on the academic side, but if you look at the materials which the DTCC has published, then you realise it is a big challenge. A lot would need to change if T+0 was to be implemented, including maybe even getting rid of the CCPs [Central Counterparty Clearing Houses] that provide huge benefits such as assuming counterparty risk, netting, anonymous trading, among others. It is a much more ambitious project,” says Gonzalez Barrera.   LATAM continues on its reform journey   As one of the regions hardest hit by COVID-19, LATAM is making huge strides to attract foreign investor capital. In addition to exchange consolidation, the region is open to the idea of settlement compression, replicating what the US is currently doing in terms of adopting T+1. Despite this, there are obstacles to be overcome.   “Past regional integration projects have struggled to gain momentum, while the introduction of T+1 is likely to throw up logistical problems. Nonetheless, LATAM markets are continuing to move forwards and the adoption of a shorter settlement cycle is likely to help drive international inflows into the region’s burgeoning and attractive economies,” concludes Paolino.       1 Reuters — November 30, 2021 — Colombia, Chile and Peru stock exchanges approve merger. 2 SIFMA, ICI, DTCC, Deloitte — December 1, 2021 — Accelerating the US Securities Settlement Cycle to T+1. 3 SIFMA, ICI, DTCC, Deloitte — December 1, 2021 — Accelerating the US Securities Settlement Cycle to T+1.",368
601,"global insights securities services the long anticipated disclosure rules on sustainable investments are here. The Long Anticipated Disclosure Rules on Sustainable Investments are HereOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountTrustee & Fiduciary Regulatory InsightsArticle09 May 2022The Long Anticipated Disclosure Rules on Sustainable Investments are HereSecurities ServicesShareDownload ReportThe European Commission adopts the regulatory technical standards for the SFDR.The European Commission (EC) state that sustainability-related disclosures in the financial services sector should be sufficiently clear, concise and prominent to enable end investors to take informed decisions. The aim is for end investors to have access to reliable data that they can use and analyse in a timely and efficient manner. As part of achieving this aim, the EC, by way of a Delegated Regulation, adopted on 6th April 2022 regulatory technical standards (RTS) to be used by financial market participants (FMPs) when disclosing sustainability-related information under the Sustainable Finance Disclosure Regulation (SFDR). Five separate Annexes were also adopted.Click here to view the report in full.Learn more about Securities Services at Citi or contact us* First name* Last name* Company name* Email addressTitleCountry* CommentsPlease do not share personal or account information in your comments submission.I'd like Citi's insights delivered directly to my inbox.You can unsubscribe at any time.Choose area(s) of interestSelectRead Citigroup Privacy NoticesSubmitCancelSubscribeSign up to receive our newsletter providing a roundup of recent content and updates on new reports.EmailNextSign up to receive the latest news from Citi.Email Address**Required FieldSelect PreferencesSendAbout UsStrategyGlobal PresenceLeadershipHeritageBusinessesServicesMarketsBanking and InternationalWealthU.S. Personal BankingOur ImpactSustainabilityStrengthening CommunityDiversity, Equity and InclusionInvestorsQuarterly EarningsEvents and PresentationsAnnual Reports and Proxy StatementsSEC FilingsOther Regulatory FilingsFixed Income Investor RelationsStockholder ServicesCorporate GovernanceESG for InvestorsInvestor ContactsNewsPress ReleasesPerspectivesInsightsMedia ResourcesCareersAlumniContact UsRegulatory DisclosuresCareersAlumniContact UsRegulatory DisclosuresTermsPrivacyNotice at CollectionCA Privacy HubAccessibilitySuppliersEthics HotlineContact Us",464
602,"global insights securities services transformation is inevitable key themes for asset managers in 2023 and beyond. Transformation is Inevitable – Key Themes for Asset Managers in 2023 and BeyondOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountTrustee & Fiduciary Regulatory InsightsArticle10 May 2023Transformation is Inevitable – Key Themes for Asset Managers in 2023 and BeyondSecurities ServicesShareDOWNLOAD ARTICLEWelcome to the latest article in our ‘Transformation is Inevitable’ series, where we provide insights based on our on-going analysis of the complex, changing and ambitious regulatory policy environment, evolving customer needs, as well as advancing technology.   In earlier articles we looked at the future of work and sustainable finance, the potential risks arising from the increasing use of cloud outsourcing and how regulators adjusted their agendas to tackle the impact of COVID-19 on financial services, amongst others.   In this article, we consider the key regulatory themes to watch out for in 2023 and beyond. Certain themes will be familiar, whilst others may only just be entering the peripheral scope for the asset management industry.  UP NEXTArticleCentral Bank Consults on Implementation of the Individual Accountability FrameworkSecurities ServicesArticleT+1 — A race against timeSecurities ServicesArticleUK FCA Publish Discussion Paper on Finance for Positive Sustainable ChangeSecurities ServicesLearn more about Securities Services at Citi or contact us* First name* Last name* Company name* Email addressTitleCountry* CommentsPlease do not share personal or account information in your comments submission.I'd like Citi's insights delivered directly to my inbox.You can unsubscribe at any time.Choose area(s) of interestSelectRead Citigroup Privacy NoticesSubmitCancelSubscribeSign up to receive our newsletter providing a roundup of recent content and updates on new reports.EmailNextSign up to receive the latest news from Citi.Email Address**Required FieldSelect PreferencesSendAbout UsStrategyGlobal PresenceLeadershipHeritageBusinessesServicesMarketsBanking and InternationalWealthU.S.",406
603,"global insights securities services transformation is inevitable the vista for risk and compliance. Transformation is Inevitable — The Vista for Risk and ComplianceOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountTrustee & Fiduciary Regulatory InsightsArticle03 May 2022Transformation is Inevitable — The Vista for Risk and ComplianceSecurities ServicesShareGet Full ReportWhat the post COVID-19 regulatory agenda means for risk and compliance professionals in the asset management industry.Welcome to the latest article in our ‘Transformation is inevitable’ series, where we provide insights based on our on-going analysis of the complex, changing and ambitious regulatory policy environment, evolving customer and employee needs, as well as advancing technology.   In earlier articles we have looked at the future of work and sustainable finance, the possible future direction of UK regulation now that the UK is no longer part of the European Union, and the potential risks that may arise from the ever-increasing use of cloud outsourcing.    In this article we review how regulators first adjusted their agendas to tackle the impact of COVID-19 on financial services, pivoted towards post-pandemic course corrections, and what that now means, with a focus on the macro regulatory agenda, for risk and compliance professionals in the asset management industry.Click here to view the report in full.Learn more about Securities Services at Citi or contact us* First name* Last name* Company name* Email addressTitleCountry* CommentsPlease do not share personal or account information in your comments submission.I'd like Citi's insights delivered directly to my inbox.You can unsubscribe at any time.Choose area(s) of interestSelectRead Citigroup Privacy NoticesSubmitCancelSubscribeSign up to receive our newsletter providing a roundup of recent content and updates on new reports.EmailNextSign up to receive the latest news from Citi.Email Address**Required FieldSelect PreferencesSendAbout UsStrategyGlobal PresenceLeadershipHeritageBusinessesServicesMarketsBanking and InternationalWealthU.S.",404
604,global insights securities services trustee fiduciary regulatory insights. Trustee & Fiduciary Regulatory InsightsOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountSeriesTrustee & Fiduciary Regulatory InsightsSecurities ServicesStay up-to-date on the latest regulatory developments from our Trustee & Fiduciary Regulatory Services TeamShareIN THIS SERIESArticlePension Reform In The Netherlands — ‘Wet Toekomst Pensioenen’ Securities ServicesArticleDigital Assets: The Evolving Regulatory EnvironmentSecurities ServicesGlobal Trustee and Fiduciary BriefingArticleUK Regulators Consult on Measures to Boost Diversity and Inclusion in Financial ServicesSecurities ServicesArticleNext Steps for the European Sustainable Finance PackageSecurities ServicesArticleESMA Published its Progress Report on GreenwashingSecurities ServicesArticleMobilising Green Investment - the UK Government’s 2023 Green Finance StrategySecurities ServicesArticleTransformation is Inevitable – Key Themes for Asset Managers in 2023 and BeyondSecurities ServicesArticleCentral Bank Consults on Implementation of the Individual Accountability FrameworkSecurities ServicesArticleUK FCA Publish Discussion Paper on Finance for Positive Sustainable ChangeSecurities ServicesArticleDORA: The EU’S New Regulatory Framework on Digital Operational ResilienceSecurities ServicesArticleThe Long Anticipated Disclosure Rules on Sustainable Investments are HereSecurities ServicesArticleTransformation is Inevitable — The Vista for Risk and ComplianceSecurities ServicesLOAD MORELearn more about Securities Services at Citi or contact us* First name* Last name* Company name* Email addressTitleCountry* CommentsPlease do not share personal or account information in your comments submission.I'd like Citi's insights delivered directly to my inbox.You can unsubscribe at any time.Choose area(s) of interestSelectRead Citigroup Privacy NoticesSubmitCancelSubscribeSign up to receive our newsletter providing a roundup of recent content and updates on new reports.EmailNextSign up to receive the latest news from Citi.Email Address**Required FieldSelect PreferencesSendAbout UsStrategyGlobal PresenceLeadershipHeritageBusinessesServicesMarketsBanking and InternationalWealthU.S.,417
605,"global insights securities services uk fca publish discussion paper on finance for positive sustainable change. UK FCA Publish Discussion Paper on Finance for Positive Sustainable ChangeOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountTrustee & Fiduciary Regulatory InsightsArticle27 Feb 2023UK FCA Publish Discussion Paper on Finance for Positive Sustainable ChangeSecurities ServicesShareDownload ReportOn 10 February 2023, the UK’s Financial Conduct Authority (FCA) published a Discussion Paper: ‘Finance for positive sustainable change: governance, incentives and competence in regulated firms’ (DP23/1).   In DP23/1, the FCA states that it believes that good governance and a healthy culture is critical to financial services firms’ being able to deliver value to clients and consumers, as well as supporting market integrity.   The FCA notes that the aim of DP23/1 is to encourage an industry-wide dialogue on firms’ sustainability-related governance, incentives, and competencies.   In DP23/1, the FCA highlights that certain firms have already integrated material sustainability-related risks, opportunities and, in certain cases, impacts into their business, risk and capital allocation decisions.Click here to view the report in full.Learn more about Securities Services at Citi or contact us* First name* Last name* Company name* Email addressTitleCountry* CommentsPlease do not share personal or account information in your comments submission.I'd like Citi's insights delivered directly to my inbox.You can unsubscribe at any time.Choose area(s) of interestSelectRead Citigroup Privacy NoticesSubmitCancelSubscribeSign up to receive our newsletter providing a roundup of recent content and updates on new reports.EmailNextSign up to receive the latest news from Citi.Email Address**Required FieldSelect PreferencesSendAbout UsStrategyGlobal PresenceLeadershipHeritageBusinessesServicesMarketsBanking and InternationalWealthU.S. Personal BankingOur ImpactSustainabilityStrengthening CommunityDiversity, Equity and InclusionInvestorsQuarterly EarningsEvents and PresentationsAnnual Reports and Proxy StatementsSEC FilingsOther Regulatory FilingsFixed Income Investor RelationsStockholder ServicesCorporate GovernanceESG for InvestorsInvestor ContactsNewsPress ReleasesPerspectivesInsightsMedia ResourcesCareersAlumniContact UsRegulatory DisclosuresCareersAlumniContact UsRegulatory DisclosuresTermsPrivacyNotice at CollectionCA Privacy HubAccessibilitySuppliersEthics HotlineContact Us",482
606,"global insights securities services uk regulators consult on measures to boost diversity and inclusion in financial services. UK Regulators Consult on Measures to Boost Diversity and Inclusion in Financial ServicesOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountTrustee & Fiduciary Regulatory InsightsArticle23 Oct 2023UK Regulators Consult on Measures to Boost Diversity and Inclusion in Financial ServicesSecurities ServicesShareDOWNLOADOn 25 September 2023 the UK’s Financial Conduct Authority (FCA) and Prudential Regulatory Authority (PRA) published consultation papers, setting out their proposals to boost diversity and inclusion to support healthy work cultures, reduce groupthink and unlock talent.   The FCA states that the measures also aim to enhance the safety and soundness of firms and improve understanding of diverse consumer needs, and that increased diversity and inclusion in regulated financial services firms can deliver better internal governance, decision making and risk management.   The FCA adds that the proposals include new rules and guidance to make clear that misconduct such as bullying and sexual harassment poses a risk to healthy firm culture. It says its guidance will help ensure firms can take decisive and appropriate action against employees for such behaviour.  Learn more about Securities Services at Citi or contact us* First name* Last name* Company name* Email addressTitleCountry* CommentsPlease do not share personal or account information in your comments submission.I'd like Citi's insights delivered directly to my inbox.You can unsubscribe at any time.Choose area(s) of interestSelectRead Citigroup Privacy NoticesSubmitCancelSubscribeSign up to receive our newsletter providing a roundup of recent content and updates on new reports.EmailNextSign up to receive the latest news from Citi.Email Address**Required FieldSelect PreferencesSendAbout UsStrategyGlobal PresenceLeadershipHeritageBusinessesServicesMarketsBanking and InternationalWealthU.S. Personal BankingOur ImpactSustainabilityStrengthening CommunityDiversity, Equity and InclusionInvestorsQuarterly EarningsEvents and PresentationsAnnual Reports and Proxy StatementsSEC FilingsOther Regulatory FilingsFixed Income Investor RelationsStockholder ServicesCorporate GovernanceESG for InvestorsInvestor ContactsNewsPress ReleasesPerspectivesInsightsMedia ResourcesCareersAlumniContact UsRegulatory DisclosuresCareersAlumniContact UsRegulatory DisclosuresTermsPrivacyNotice at CollectionCA Privacy HubAccessibilitySuppliersEthics HotlineContact Us",474
607,"global investors. Investor Relations | CitiOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountInvestor Relations OverviewInvestorsThird Quarter 2023 Earnings ReviewOctober 13, 2023View MaterialsFind our investor presentations, annual reports, financial information and news.Learn More About CitiInvestor Contacts Email Us investorrelations@citi.comView All ContactsUpcoming EventsJanuary 12, 2024Citi Fourth Quarter 2023 Earnings CallPress ReleaseWebcastJane FraserChief Executive Officer, CitiMark MasonChief Financial OfficerAdd to CalendarEvents and PresentationsOctober 13, 2023Citi Third Quarter 2023 Earnings CallPress ReleaseView All Events and PresentationsQuarterly EarningsThird Quarter 2023Press ReleasePress ReleaseFinancial SupplementFinancial SupplementPresentationTranscriptView All Quarterly EarningsSEC Filings View All SEC FilingsAnnual Reports and Proxy Statements2022 Annual Report (full web version)2022 Annual Report (pdf)View All Annual Reports and Proxy Statements ReportsLatest PressPRESS RELEASECiti Fourth Quarter 2023 Earnings CallDecember 20, 2023PRESS RELEASEThird Quarter 2023 Results and Key MetricsOctober 13, 2023PRESS RELEASECiti Third Quarter 2023 Earnings CallSeptember 27, 2023PRESS RELEASECiti Fourth Quarter 2023, and First Quarter, Second Quarter, Third Quarter and Fourth Quarter 2024 Earnings CallsSeptember 15, 2023PRESS RELEASESecond Quarter 2023 Results and Key MetricsJuly 14, 2023PRESS RELEASECiti Second Quarter 2023 Earnings ReviewJune 21, 2023PRESS RELEASECiti CFO Mark Mason to Present at Morgan Stanley’s US Financials, Payments & CRE ConferenceJune 02, 2023PRESS RELEASECiti First Quarter, Second Quarter, Third Quarter and Fourth Quarter 2023 Earnings ReviewsSeptember 19, 2022PRESS RELEASECiti CEO Jane Fraser to Present at Bernstein’s 39th Annual Strategic Decisions ConferenceMay 19, 2023View All PressCiti’s senior leadership outlines the firm’s strategy and path forward at Investor Day.Watch the Investor Day PresentationsEach year, we report on our ESG activities and performance.",459
608,"global investors annual reports and proxy statements. Citi | Investor Relations | Citi Annual ReportsOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountHome/Investors/Annual Reports and Proxy StatementsAnnual Reports and Proxy Statements Our annual report provides a transparent update on our progress and priorities.2022 Information2022 Annual Report (full web version)2022 Annual Report (pdf)2023 Proxy Statement (PDF)Load MoreSign up to receive the latest news from Citi.Email Address**Required FieldSelect PreferencesSendAbout UsStrategyGlobal PresenceLeadershipHeritageBusinessesServicesMarketsBanking and InternationalWealthU.S. Personal BankingOur ImpactSustainabilityStrengthening CommunityDiversity, Equity and InclusionInvestorsQuarterly EarningsEvents and PresentationsAnnual Reports and Proxy StatementsSEC FilingsOther Regulatory FilingsFixed Income Investor RelationsStockholder ServicesCorporate GovernanceESG for InvestorsInvestor ContactsNewsPress ReleasesPerspectivesInsightsMedia ResourcesCareersAlumniContact UsRegulatory DisclosuresCareersAlumniContact UsRegulatory DisclosuresTermsPrivacyNotice at CollectionCA Privacy HubAccessibilitySuppliersEthics HotlineContact Us",231
609,"global investors annual reports and proxy statements 2023 annual report. 2022 Annual ReportOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy Account2022 Annual ReportDownload the full reportLetter to shareholders“We have absolute clarity on our future, and we are focused on accelerating growth, gaining share and increasing returns for shareholders over time.”Read the full letterCiti is proud of its colleagues in Ukraine, who are supporting the country through a devastating war  More than 20 years ago, I started at Citi as a market risk analyst in New York City. Since then, I have benefited from the career opportunities that come with being at a global bank and have worked across the world. In 2018, I took on the role of leading Citi’s franchise in Ukraine and have had the pleasure of making my home with my family in the beautiful city of Kyiv. At Citi, we like to think of ourselves as a “human bank,” and nowhere has that been more apparent than in Ukraine. When Russia invaded our country last year, the entire firm moved swiftly to support our colleagues and clients. Thanks to the courage and dedication of our Citi Ukraine team, our business here has operated continuously throughout the war. That’s allowed us to support clients on the ground who are overseeing essential services and the non-governmental organizations that are delivering aid. On the cover of this report, you will find some images illustrating these heroic efforts. I am also incredibly grateful to my Citi colleagues in Poland, Romania, Hungary and other neighboring countries who have received displaced Ukrainians and mobilized volunteer efforts. On top of that, so many members of the firm from around the world have found other ways to support us in Ukraine. Simply put, I could not be prouder to work at Citi. May 2023 bring peace to Ukraine.  Alex McWhorterCiti Country Officer, Citi UkraineHear more from Alex McWhorter and Citi Ukraine colleagues on the impact of the war. Watch the videoKEEP EXPLORING THE 2022 ANNUAL REPORT2022: A year of progressLearn moreConfronting society’s toughest challengesLearn moreCiti’s Mission and Value PropositionA mission of enabling growth and economic progressLearn moreSign up to receive the latest news from Citi.Email Address**Required FieldSelect PreferencesSendAbout UsStrategyGlobal PresenceLeadershipHeritageBusinessesServicesMarketsBanking and InternationalWealthU.S.",501
610,"global investors annual reports and proxy statements 2023 annual report letter to shareholders. Global Investment Bank and Financial Services | CitiOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountHome/Investors/Annual Reports and Proxy Statements/2022 Annual Report/Letter to ShareholdersLetter to Shareholders Dear shareholders, Looking back at 2022, I don’t think any of us could have predicted the twists and turns the year would take. Lingering disruptions to supply chains, historic inflationary pressures, persistent lockdowns in China and the largest war on European soil since World War II combined to create a tumultuous environment for businesses and financial markets. As a leading global bank with a more-than-210-year history, these dynamics are not unfamiliar to us. And as we showed throughout the pandemic, Citi is an important source of strength and stability during times of immense change and challenge. This is an opportunity and a responsibility we take very seriously. So, for me, 2022 will be remembered most for two things:  The first is how we continued to support our clients. We helped them navigate macro and geopolitical dynamics. We advised them in their digital transformations and supported the shifts in their business models. We guided them in their transitions toward a clean-energy economy. When war broke out in Ukraine, we sprang to the aid of our employees and clients on the ground, and helped our multinational clients unwind their operations in Russia in response to Western sanctions aimed at the country.  The second is the important strides we are making to position Citi to win in the decade ahead. In March 2022, at our first Investor Day in several years, we set a vision and refreshed our strategy to change our business mix and simplify our operating model. We have absolute clarity on our future, and we are focused on accelerating growth, gaining share and increasing returns for shareholders over time.  By most measures, we ended the year in a stronger position than we started.   A foundation for the future Our vision for Citi is to be the preeminent banking partner for institutions with cross-border needs, a global leader in wealth management and a valued personal bank in our home market.  To that end, we have laid the foundation by focusing on five core interconnected businesses: Services, Markets, Banking, Global Wealth Management and U.S. Personal Banking. We intentionally designed our business mix to withstand different macroeconomic conditions, and we have seen that borne out over the past year.",501
611,"So whilst the environment has changed, our strategy has not, and we remain steadfast in executing and delivering for our shareholders. For the year, we delivered $14.8 billion in net income on revenues of $75.3 billion. Our Return on Tangible Common Equity (RoTCE1) was 8.9%, and we remain on track to achieve an RoTCE of 11–12% in the medium term.  We increased our Common Equity Tier 1 Capital ratio by nearly 80 basis points to 13%, which includes a buffer of 100 basis points above the regulatory requirement to help absorb the impact of various macro and other factors. Finally, our tangible book value per share1 increased to $81.65, and we returned more than $7 billion to our shareholders through common dividends and share repurchases.  We have absolute clarity on our future, and we are focused on accelerating growth, gaining share and increasing returns for shareholders over time. How our core businesses fared Our Services business had an exceptional year with revenues up 27% versus 2021. Treasury and Trade Solutions (TTS), the crown jewel of our global network, experienced a 32% increase in revenues as we continued to grow our wallet share with existing clients whilst also adding new client relationships. With the introduction of a seven-day sweeps service, the industry’s first 24/7 USD clearing capabilities and instant payments in 33 markets, we’re moving closer to an always-on, near real-time cash management solution for corporate clients. In Securities Services, we grew yearly revenues by 15% and onboarded $1.2 trillion in assets under custody and administration.  Our Markets business closed 2022 with revenues up 7% from 2021, ending the year with one of the best fourth quarters in recent memory. Our traders navigated the volatility quite well, with notable performance amongst corporate clients and strong gains in FX and rates. And together with our Corporate Bank, our Markets team continued to optimize its balance sheet.  Revenues in Banking fell 35% as we contended with a materially slower deal environment. But Banking remains a key part of our strategy, and we continued to play a leading role in the year’s notable transactions.",455
612,"This included acting as one of the lead advisors on Volkswagen’s €9.4 billion IPO of Porsche, the largest public listing of the year, and serving as financial advisor to Amgen on its proposed $27.8 billion acquisition of Horizon Therapeutics. We hired exceptional bankers in healthcare, clean energy and technology — all sectors critical to our growth — and welcomed new talent into our Commercial Bank as it has expanded into Canada, Germany and Switzerland. In U.S. Personal Banking, revenues for the year rose 7% as we bolstered our leadership in payments and lending. Branded Cards grew revenues by 9%, whilst Retail Services revenues were up 7%. We launched new credit cards with ExxonMobil and AT&T and celebrated 35 years of our co-branded credit card partnership with American Airlines. Revenues in Retail Banking were roughly flat for the full year, but we continued to enhance our digital capabilities, growing digital users by 6% for the year. And as part of our efforts to break down barriers to banking, last year we became the first of the largest U.S. banks to completely eliminate overdraft fees and returned item fees for our customers. We also made progress building out our Global Wealth Management business despite the economic headwinds that slowed activity amongst our Asia-based clients in particular and reduced overall revenues by 2%. Having unified our Wealth businesses under a single platform, we’ve been acquiring new clients and investing in hiring advisors to make sure we’re well-positioned for success as the markets recover. In addition, we forged ahead with our global expansion, opening Private Bank offices in Paris and Frankfurt, a new Wealth center in Hong Kong and a Citi Global Wealth at Work presence in Luxembourg.   Greater connectivity and focus A centerpiece of our go-forward plan is increasing the linkages between our businesses so we can more easily engage clients in one part of our firm with products and services from another. By delivering the full power of Citi to clients, we can deepen existing relationships and win new mandates.  Our Markets and Banking businesses are now aligned more closely than ever, and, as a result, we are supporting our clients in a more integrated way. Our Wealth business is also benefiting from closer connections and received more than 60,000 referrals from the Retail Bank last year.",463
613,"In addition, we have established a new partnership agreement between Wealth and our Commercial Bank, where 90% of our clients are privately owned companies.  At the same time, we are making progress in simplifying our firm, making us easier to manage and allowing us to focus on the parts of our business where we know we can grow and improve our competitiveness.  We announced our intention to exit 14 consumer businesses in Asia, Europe, the Middle East and Mexico — businesses that do not have clear synergies with our global network. As a result of swift but disciplined execution, in 2022 we successfully closed the sale of our consumer businesses in Australia, Bahrain, Malaysia, the Philippines and Thailand. In March 2023, we closed the sale of our consumer businesses in India and Vietnam and are on track to close two additional markets by the end of the year. We also are progressing with the wind-down of our consumer business in Korea. In addition to exiting our consumer and local commercial banking businesses in Russia, we are actively ending nearly all institutional banking services in the country, and by the second quarter of 2023, our only operations will be those necessary to fulfill any legal and regulatory obligations. Apart from Russia, Citi will continue to serve our clients and invest in these markets through our institutional franchise and our Wealth business.   Citi’s Transformation For our strategy to unlock the greatest possible value, we know we need to modernize our infrastructure so that we are scaled and agile and able to continue to deliver for our clients. The consent orders issued in 2020 by the Federal Reserve Board and Office of the Comptroller of the Currency underscored how we had underinvested not only in parts of our infrastructure but also in our risk and controls environment and our data governance. Last year, we made progress in accelerating our work to address these gaps and simplify and modernize our operating model for the digital age. This work is so consequential in nature that we call it our “Transformation.” It remains my number one priority. Whilst this is a multi-year journey, we are already seeing the fruits of our labors. We have dramatically streamlined our approval process for new products. And new stress testing capabilities enable us to make faster, better-informed risk decisions.",457
614,"This made a huge difference in how we have been able to minimize the impact of Russia’s invasion of Ukraine on all parts of our business.   Investments in our people and communities Ensuring we have a culture characterized by excellence and accountability underpins the success of our Transformation and broader vision for the firm. Last year, we launched a program, Citi’s New Way, to help our colleagues adopt the everyday habits we need in order to operate with excellence. We have also hardwired accountability into our firm by strengthening our performance management process and implementing a greater emphasis on financial returns rather than on revenues.  The diversity of the nearly 240,000 people who work at Citi is a distinguishing aspect of our firm, as is the diversity of our Board, which is majority female. We remain committed to a workplace that mirrors the communities we serve. In 2022, we set new goals to increase the number of women and other underrepresented groups working at Citi. These new goals follow our success in exceeding the three-year goals we set in 2018 to increase the percentage of women in the firm globally and of Black talent in the U.S.  In another sign of our progress, last year we celebrated the promotion of one of the largest and most diverse Managing Director classes in recent years. Maintaining a workplace that is diverse, equitable and inclusive is not only true to our values but key to our competitiveness. Our commitment to advancing diversity, equity and inclusion goes well beyond Citi’s walls as we continue to use our resources as a global bank to take on some of society’s toughest challenges. We expanded the Citi Impact Fund to $500 million in support of diverse founders who are driving both financial and social returns. And we delivered on our commitment to transparency and accountability by announcing the findings from an external review and audit of our $1 billion Action for Racial Equity initiative to help close the racial wealth gap. We have also been a leader in reimagining the future of work. Drawing on lessons learned during the pandemic, we have institutionalized a hybrid work model for much of our firm. This approach provides the flexibility that our people want whilst also ensuring we benefit from the in-person collaboration, real-time coaching and apprenticeship that occurs only when we are physically together.  Everywhere you look around the firm, there is an undeniable sense of momentum.",475
